CustomerID,Product,Amount
3381,MeatProducts,16
3381,GoldProds,4
8268,Wines,352
8268,MeatProducts,27
8268,FishProducts,10
8268,GoldProds,15
11051,Wines,492
11051,Fruits,19
11051,MeatProducts,110
11051,FishProducts,16
11051,SweetProducts,12
11051,GoldProds,12
8026,Wines,120
8026,Fruits,58
8026,MeatProducts,73
8026,FishProducts,65
8026,SweetProducts,89
8026,GoldProds,58
433,Wines,534
433,Fruits,5
433,MeatProducts,47
433,SweetProducts,5
433,GoldProds,41
9597,Wines,236
9597,Fruits,106
9597,MeatProducts,189
9597,FishProducts,23
9597,SweetProducts,41
9597,GoldProds,130
1295,Wines,231
1295,Fruits,65
1295,MeatProducts,196
1295,FishProducts,38
1295,SweetProducts,71
1295,GoldProds,124
5290,Wines,220
5290,MeatProducts,33
5290,FishProducts,3
5290,GoldProds,23
1685,Wines,796
1685,Fruits,14
1685,MeatProducts,590
1685,FishProducts,38
1685,SweetProducts,44
5342,Fruits,1
5342,MeatProducts,3
5342,FishProducts,10
5342,SweetProducts,6
5342,GoldProds,9
9579,Wines,53
9579,Fruits,1
9579,MeatProducts,34
9579,FishProducts,2
9579,GoldProds,16
7660,Wines,15
7660,MeatProducts,8
7660,FishProducts,4
7660,SweetProducts,2
7660,GoldProds,20
1461,Wines,17
1461,Fruits,1
1461,MeatProducts,12
1461,FishProducts,3
1461,SweetProducts,1
1461,GoldProds,4
821,Wines,962
821,Fruits,61
821,MeatProducts,921
821,FishProducts,52
821,SweetProducts,61
821,GoldProds,20
11084,Wines,738
11084,MeatProducts,232
11084,FishProducts,13
11084,SweetProducts,20
11084,GoldProds,50
8690,Wines,399
8690,Fruits,28
8690,MeatProducts,756
8690,FishProducts,36
8690,SweetProducts,40
8690,GoldProds,126
2937,Wines,614
2937,Fruits,16
2937,MeatProducts,132
2937,FishProducts,43
2937,SweetProducts,33
2937,GoldProds,33
9701,Wines,32
9701,Fruits,34
9701,MeatProducts,41
9701,FishProducts,73
9701,SweetProducts,16
9701,GoldProds,116
9949,Wines,598
9949,Fruits,16
9949,MeatProducts,141
9949,FishProducts,32
9949,SweetProducts,41
9949,GoldProds,49
10837,Wines,2
10837,Fruits,1
10837,MeatProducts,18
10837,FishProducts,20
10837,SweetProducts,11
10837,GoldProds,16
3120,Wines,6
3120,Fruits,1
3120,MeatProducts,10
3120,SweetProducts,1
3120,GoldProds,4
5885,Wines,73
5885,Fruits,3
5885,MeatProducts,90
5885,FishProducts,12
5885,SweetProducts,1
5885,GoldProds,32
4050,Wines,42
4050,Fruits,16
4050,MeatProducts,29
4050,FishProducts,12
4050,SweetProducts,20
4050,GoldProds,8
3830,Wines,295
3830,Fruits,21
3830,MeatProducts,78
3830,FishProducts,39
3830,SweetProducts,13
3830,GoldProds,13
7987,Wines,346
7987,Fruits,17
7987,MeatProducts,48
7987,FishProducts,23
7987,SweetProducts,13
7987,GoldProds,13
7798,Wines,233
7798,Fruits,20
7798,MeatProducts,57
7798,FishProducts,8
7798,SweetProducts,20
7798,GoldProds,91
92,Wines,5
92,Fruits,7
92,MeatProducts,24
92,FishProducts,19
92,SweetProducts,14
92,GoldProds,20
7055,Wines,888
7055,MeatProducts,57
7055,GoldProds,76
10240,Wines,997
10240,Fruits,26
10240,MeatProducts,269
10240,FishProducts,34
10240,SweetProducts,13
10240,GoldProds,42
3025,Wines,212
3025,Fruits,6
3025,MeatProducts,69
3025,FishProducts,4
3025,SweetProducts,12
3025,GoldProds,3
9283,Wines,8
9283,Fruits,1
9283,MeatProducts,7
9283,FishProducts,2
9970,Wines,42
9970,Fruits,11
9970,MeatProducts,57
9970,FishProducts,10
9970,SweetProducts,28
9970,GoldProds,14
2730,Wines,536
2730,Fruits,11
2730,MeatProducts,387
2730,FishProducts,149
2730,SweetProducts,91
2730,GoldProds,57
2795,Wines,5
2795,MeatProducts,3
2795,GoldProds,5
9260,Wines,1349
9260,Fruits,16
9260,MeatProducts,249
9260,FishProducts,43
9260,SweetProducts,16
9260,GoldProds,33
8182,Wines,53
8182,Fruits,3
8182,MeatProducts,49
8182,FishProducts,7
8182,SweetProducts,4
8182,GoldProds,5
10095,Wines,1001
10095,Fruits,12
10095,MeatProducts,240
10095,FishProducts,16
10095,SweetProducts,12
10095,GoldProds,12
8475,Wines,20
8475,Fruits,2
8475,MeatProducts,1582
8475,FishProducts,1
8475,SweetProducts,2
8475,GoldProds,1
4370,Wines,18
4370,Fruits,1
4370,MeatProducts,32
4370,FishProducts,6
4370,SweetProducts,3
4370,GoldProds,28
10573,Wines,125
10573,Fruits,16
10573,MeatProducts,98
10573,FishProducts,134
10573,SweetProducts,21
10573,GoldProds,27
3712,Wines,212
3712,Fruits,5
3712,MeatProducts,33
3712,FishProducts,7
3712,GoldProds,2
6637,Wines,277
6637,Fruits,162
6637,MeatProducts,305
6637,FishProducts,173
6637,SweetProducts,76
6637,GoldProds,124
3152,Wines,15
3152,Fruits,10
3152,MeatProducts,19
3152,FishProducts,8
3152,SweetProducts,17
3152,GoldProds,20
5610,Wines,7
5610,Fruits,3
5610,MeatProducts,10
5610,FishProducts,8
5610,SweetProducts,1
5610,GoldProds,7
6460,Wines,12
6460,Fruits,4
6460,MeatProducts,6
6460,FishProducts,11
6460,SweetProducts,8
6460,GoldProds,16
1349,Wines,85
1349,Fruits,7
1349,MeatProducts,24
1349,FishProducts,2
1349,SweetProducts,3
1349,GoldProds,27
1880,Wines,81
1880,MeatProducts,6
1880,GoldProds,6
641,Wines,59
641,MeatProducts,12
641,GoldProds,48
8717,Wines,1149
8717,Fruits,71
8717,MeatProducts,449
8717,FishProducts,69
8717,SweetProducts,71
8717,GoldProds,26
10314,Wines,847
10314,Fruits,66
10314,MeatProducts,119
10314,FishProducts,86
10314,SweetProducts,89
10314,GoldProds,111
10854,Wines,29
10854,MeatProducts,14
10854,GoldProds,2
10492,Wines,2
10492,MeatProducts,5
10492,FishProducts,2
10492,GoldProds,1
6935,Wines,207
6935,Fruits,26
6935,MeatProducts,447
6935,FishProducts,75
6935,GoldProds,223
7698,Wines,152
7698,Fruits,3
7698,MeatProducts,22
7698,FishProducts,2
7698,SweetProducts,5
7698,GoldProds,7
3559,Wines,12
3559,Fruits,11
3559,MeatProducts,10
3559,FishProducts,3
3559,SweetProducts,12
3559,GoldProds,9
10562,Wines,620
10562,Fruits,26
10562,MeatProducts,195
10562,FishProducts,34
10562,SweetProducts,17
10562,GoldProds,141
10796,Wines,47
10796,Fruits,1
10796,MeatProducts,6
10796,GoldProds,12
2563,Wines,1
2563,Fruits,9
2563,MeatProducts,7
2563,FishProducts,2
2563,SweetProducts,14
2563,GoldProds,10
3518,Wines,10
3518,Fruits,1
3518,MeatProducts,18
3518,FishProducts,10
3518,SweetProducts,4
3518,GoldProds,7
5823,Wines,35
5823,MeatProducts,2
5823,GoldProds,2
3934,Wines,356
3934,MeatProducts,107
3934,FishProducts,19
3934,SweetProducts,9
3934,GoldProds,117
6982,Wines,783
6982,Fruits,30
6982,MeatProducts,537
6982,FishProducts,140
6982,SweetProducts,76
6982,GoldProds,15
6431,Wines,42
6431,Fruits,1
6431,MeatProducts,18
6431,FishProducts,3
6431,GoldProds,4
9733,Wines,1
9733,Fruits,4
9733,MeatProducts,10
9733,FishProducts,29
9733,GoldProds,36
5602,Wines,466
5602,Fruits,22
5602,MeatProducts,432
5602,FishProducts,147
5602,SweetProducts,113
5602,GoldProds,102
7829,Wines,15
7829,Fruits,6
7829,MeatProducts,8
7829,FishProducts,7
7829,SweetProducts,4
7829,GoldProds,25
1324,Wines,23
1324,Fruits,3
1324,MeatProducts,21
1324,FishProducts,3
1324,SweetProducts,19
1324,GoldProds,22
326,Wines,235
326,Fruits,6
326,MeatProducts,45
326,FishProducts,8
326,SweetProducts,9
326,GoldProds,12
7224,Wines,10
7224,MeatProducts,10
7224,FishProducts,3
7224,SweetProducts,1
7224,GoldProds,7
6999,Wines,656
6999,Fruits,16
6999,MeatProducts,106
6999,FishProducts,32
6999,SweetProducts,16
6999,GoldProds,8
9938,Wines,519
9938,Fruits,17
9938,MeatProducts,813
9938,FishProducts,27
9938,SweetProducts,173
9938,GoldProds,51
6422,Wines,344
6422,Fruits,189
6422,MeatProducts,482
6422,FishProducts,50
6422,SweetProducts,33
6422,GoldProds,172
3182,Wines,96
3182,Fruits,1
3182,MeatProducts,79
3182,FishProducts,7
3182,SweetProducts,1
3182,GoldProds,79
7300,Wines,448
7300,Fruits,4
7300,MeatProducts,34
7300,FishProducts,6
7300,SweetProducts,4
7300,GoldProds,39
10424,Wines,265
10424,Fruits,138
10424,MeatProducts,553
10424,FishProducts,224
10424,SweetProducts,23
10424,GoldProds,92
8727,Wines,587
8727,Fruits,43
8727,MeatProducts,337
8727,FishProducts,42
8727,SweetProducts,87
8727,GoldProds,54
2798,Wines,763
2798,Fruits,29
2798,MeatProducts,138
2798,FishProducts,76
2798,SweetProducts,176
2798,GoldProds,58
1030,Wines,22
1030,MeatProducts,13
1030,GoldProds,3
624,Wines,6
624,Fruits,4
624,MeatProducts,1
624,FishProducts,7
624,SweetProducts,2
624,GoldProds,15
5176,Wines,7
5176,Fruits,6
5176,MeatProducts,13
5176,FishProducts,7
5176,SweetProducts,6
5176,GoldProds,14
5552,Wines,81
5552,Fruits,18
5552,MeatProducts,113
5552,FishProducts,47
5552,SweetProducts,13
5552,GoldProds,21
868,Wines,54
868,MeatProducts,7
868,GoldProds,4
380,Wines,1170
380,Fruits,48
380,MeatProducts,320
380,FishProducts,42
380,SweetProducts,32
380,GoldProds,192
2677,Wines,72
2677,Fruits,24
2677,MeatProducts,68
2677,FishProducts,65
2677,SweetProducts,4
2677,GoldProds,8
6521,Wines,613
6521,Fruits,22
6521,MeatProducts,319
6521,FishProducts,33
6521,SweetProducts,102
6521,GoldProds,12
6927,Wines,224
6927,MeatProducts,30
6927,GoldProds,10
2877,Wines,410
2877,MeatProducts,59
2877,FishProducts,19
2877,SweetProducts,9
2877,GoldProds,44
0,Wines,239
0,Fruits,10
0,MeatProducts,554
0,FishProducts,254
0,SweetProducts,87
0,GoldProds,54
1584,Wines,171
1584,Fruits,7
1584,MeatProducts,171
1584,FishProducts,25
1584,SweetProducts,19
1584,GoldProds,89
7264,Wines,12
7264,MeatProducts,4
7264,GoldProds,1
6274,Wines,1076
6274,Fruits,16
6274,MeatProducts,417
6274,FishProducts,42
6274,SweetProducts,48
6274,GoldProds,16
1377,Wines,182
1377,Fruits,4
1377,MeatProducts,33
1377,GoldProds,66
454,Wines,824
454,Fruits,32
454,MeatProducts,162
454,FishProducts,42
454,SweetProducts,32
454,GoldProds,43
1755,Wines,30
1755,Fruits,11
1755,MeatProducts,25
1755,FishProducts,29
1755,SweetProducts,1
1755,GoldProds,18
2075,Wines,377
2075,Fruits,10
2075,MeatProducts,540
2075,FishProducts,80
2075,SweetProducts,30
2075,GoldProds,10
4785,Wines,520
4785,Fruits,7
4785,MeatProducts,154
4785,FishProducts,19
4785,GoldProds,14
9076,Wines,155
9076,Fruits,1
9076,MeatProducts,25
9076,SweetProducts,1
9076,GoldProds,3
7079,Wines,897
7079,Fruits,23
7079,MeatProducts,207
7079,FishProducts,15
7079,SweetProducts,11
7079,GoldProds,92
4653,Wines,131
4653,MeatProducts,16
4653,FishProducts,2
4653,SweetProducts,1
4653,GoldProds,39
7375,Wines,297
7375,Fruits,7
7375,MeatProducts,79
7375,SweetProducts,11
7375,GoldProds,182
709,Wines,787
709,Fruits,20
709,MeatProducts,204
709,GoldProds,92
460,Wines,792
460,Fruits,86
460,MeatProducts,740
460,FishProducts,67
460,SweetProducts,51
460,GoldProds,17
3726,Wines,4
3726,Fruits,1
3726,MeatProducts,9
3726,FishProducts,3
6798,Wines,231
6798,Fruits,7
6798,MeatProducts,137
6798,FishProducts,4
6798,SweetProducts,15
6798,GoldProds,39
5341,Wines,983
5341,Fruits,76
5341,MeatProducts,184
5341,FishProducts,180
5341,SweetProducts,138
5341,GoldProds,27
1606,Wines,3
1606,Fruits,1
1606,MeatProducts,8
1606,FishProducts,4
1606,SweetProducts,3
1606,GoldProds,3
9617,Fruits,4
9617,MeatProducts,5
9617,FishProducts,6
9617,GoldProds,4
3233,Wines,562
3233,Fruits,21
3233,MeatProducts,464
3233,FishProducts,28
3233,SweetProducts,10
3233,GoldProds,32
89,Wines,5
89,Fruits,9
89,MeatProducts,20
89,FishProducts,6
89,SweetProducts,8
89,GoldProds,21
2936,Wines,18
2936,MeatProducts,4
2936,GoldProds,1
9449,Wines,415
9449,Fruits,5
9449,MeatProducts,124
9449,FishProducts,15
9449,SweetProducts,35
9449,GoldProds,11
7297,Wines,5
7297,Fruits,3
7297,MeatProducts,10
7297,FishProducts,12
7297,SweetProducts,7
7297,GoldProds,20
11004,Wines,8
11004,MeatProducts,5
11004,FishProducts,7
11004,GoldProds,2
313,Wines,901
