CustomerID,Campaign,Accepted
1399,Cmp1,True
8341,Cmp3,True
6461,Cmp4,True
5113,Cmp3,True
2961,Cmp3,True
3010,Cmp1,True
3010,Cmp3,True
3010,Cmp5,True
6892,Cmp1,True
6892,Cmp4,True
8462,Cmp3,True
5558,Cmp5,True
10951,Cmp4,True
5623,Cmp3,True
5544,Cmp4,True
5831,Cmp1,True
5831,Cmp4,True
10176,Cmp2,True
10176,Cmp4,True
3138,Cmp1,True
3138,Cmp2,True
3138,Cmp4,True
3138,Cmp5,True
4994,Cmp5,True
10872,Cmp2,True
10872,Cmp4,True
1139,Cmp1,True
1139,Cmp3,True
1139,Cmp5,True
10448,Cmp3,True
2109,Cmp5,True
3009,Cmp2,True
3009,Cmp4,True
3009,Cmp5,True
8537,Cmp1,True
4331,Cmp4,True
4331,Cmp5,True
6281,Cmp3,True
4338,Cmp3,True
10913,Cmp3,True
3334,Cmp1,True
3334,Cmp5,True
10949,Cmp1,True
6248,Cmp5,True
10164,Cmp4,True
10164,Cmp5,True
6815,Cmp1,True
6815,Cmp3,True
6815,Cmp5,True
4122,Cmp1,True
5370,Cmp3,True
405,Cmp3,True
500,Cmp1,True
500,Cmp4,True
500,Cmp5,True
9323,Cmp3,True
3945,Cmp3,True
983,Cmp3,True
5628,Cmp3,True
10701,Cmp1,True
10701,Cmp5,True
4426,Cmp1,True
5250,Cmp5,True
6343,Cmp4,True
7734,Cmp1,True
7734,Cmp5,True
1146,Cmp3,True
1103,Cmp3,True
1103,Cmp5,True
3422,Cmp2,True
3422,Cmp4,True
2909,Cmp4,True
2909,Cmp5,True
340,Cmp3,True
3104,Cmp5,True
1008,Cmp3,True
2115,Cmp4,True
2088,Cmp2,True
2088,Cmp4,True
2088,Cmp5,True
6292,Cmp5,True
3919,Cmp1,True
271,Cmp3,True
5136,Cmp4,True
5136,Cmp5,True
9790,Cmp5,True
7233,Cmp1,True
7699,Cmp3,True
5186,Cmp4,True
7313,Cmp1,True
3520,Cmp1,True
3520,Cmp2,True
3520,Cmp3,True
3520,Cmp5,True
10394,Cmp1,True
10394,Cmp3,True
10394,Cmp5,True
9362,Cmp4,True
3968,Cmp2,True
3968,Cmp4,True
3968,Cmp5,True
2829,Cmp1,True
2829,Cmp4,True
1772,Cmp1,True
1772,Cmp5,True
4377,Cmp3,True
8858,Cmp4,True
9723,Cmp4,True
2666,Cmp4,True
5721,Cmp5,True
8722,Cmp1,True
8722,Cmp3,True
7118,Cmp3,True
10722,Cmp3,True
2632,Cmp3,True
4333,Cmp4,True
7366,Cmp4,True
7366,Cmp5,True
4286,Cmp3,True
8720,Cmp4,True
7004,Cmp3,True
4001,Cmp1,True
7270,Cmp4,True
